epoch,accuracy,loss,val_accuracy,val_loss
0,0.4054666757583618,1.6333461999893188,0.4465999901294708,1.521090030670166
1,0.49086666107177734,1.405699610710144,0.454800009727478,1.4970550537109375
2,0.5407333374023438,1.2828441858291626,0.45899999141693115,1.5184392929077148
3,0.5830666422843933,1.161123275756836,0.44780001044273376,1.5692998170852661
4,0.6428666710853577,1.013988733291626,0.44279998540878296,1.6676336526870728
5,0.7139999866485596,0.8398393392562866,0.4334000051021576,1.8228257894515991
6,0.7889999747276306,0.6543582081794739,0.4147999882698059,1.9939258098602295
7,0.8588666915893555,0.48050612211227417,0.4092000126838684,2.2424116134643555
8,0.9062666893005371,0.3358161747455597,0.4075999855995178,2.554042339324951
9,0.9389333128929138,0.23712223768234253,0.3919999897480011,2.857692241668701
10,0.9580000042915344,0.17070458829402924,0.40700000524520874,3.1069774627685547
11,0.9691333174705505,0.12426838278770447,0.39640000462532043,3.372789144515991
12,0.9750000238418579,0.09779952466487885,0.3880000114440918,3.6321983337402344
13,0.980400025844574,0.07787566632032394,0.39980000257492065,3.892775297164917
14,0.9828000068664551,0.06610306352376938,0.38999998569488525,4.036401748657227
15,0.9844666719436646,0.059266675263643265,0.39980000257492065,4.281153202056885
16,0.9858666658401489,0.05488733574748039,0.3935999870300293,4.3607177734375
17,0.9865333437919617,0.04942163825035095,0.38100001215934753,4.577079772949219
18,0.984333336353302,0.05320882052183151,0.3882000148296356,4.745781898498535
19,0.9863333106040955,0.05119417607784271,0.3885999917984009,4.892379283905029
20,0.9860000014305115,0.050336018204689026,0.37560001015663147,4.968603610992432
21,0.9872000217437744,0.04427744448184967,0.3930000066757202,5.170263767242432
22,0.9886000156402588,0.040464624762535095,0.3779999911785126,5.220546245574951
23,0.9890000224113464,0.03934130817651749,0.3919999897480011,5.295187950134277
24,0.9902666807174683,0.035690728574991226,0.38040000200271606,5.475278377532959
25,0.9886000156402588,0.03962717205286026,0.3790000081062317,5.430429458618164
26,0.9905333518981934,0.03403889760375023,0.39320001006126404,5.485050201416016
27,0.989466667175293,0.03567568212747574,0.3903999924659729,5.56654691696167
28,0.990066647529602,0.03726182132959366,0.3813999891281128,5.6236443519592285
